17 0 1 1024 -0.060226 8.462301 2.015937 0.000002 0.000022 32.443223
23 1 1 1024 -0.155699 4.259481 2.133325 0.000009 0.000119 14.051344
24 1 0 1024 0.004956 2.748250 3.060253 0.000032 0.000273 24.108629
24 1 1 1024 -0.156870 7.030355 1.539771 0.000003 0.000047 11.937263
27 1 0 1024 -0.004080 5.997660 2.117311 0.000010 0.000096 25.358188
27 1 1 1024 -0.157007 8.123576 1.820049 0.000003 0.000063 11.321934
28 1 0 1024 -0.007485 3.633423 2.815398 0.000022 0.000202 29.154675
28 1 1 1024 -0.148765 6.027649 1.957405 0.000006 0.000081 13.776313
29 1 0 1024 -0.006364 9.275757 2.122339 0.000002 0.000026 16.821591
29 1 1 1024 -0.140631 9.910583 1.611250 0.000002 0.000023 13.197373
30 0 0 1024 0.072943 3.733805 6.264887 0.000006 0.000071 35.965622
30 0 1 1024 -0.052506 4.387878 3.479865 0.000009 0.000093 44.349223
30 1 0 1024 0.008406 5.021810 2.308727 0.000008 0.000085 15.880164
30 1 1 1024 -0.147555 8.227193 1.637723 0.000002 0.000022 13.866484
31 1 0 1024 0.000033 9.308573 1.886001 0.000002 0.000017 19.936102
31 1 1 1024 -0.145700 9.870667 1.610662 0.000001 0.000017 14.105948
32 1 0 1016 -0.101837 5.457534 2.442544 0.000008 0.000085 16.869970
32 1 1 1018 -0.100882 6.643766 1.484100 0.000002 0.000027 17.016439
33 1 0 1019 -0.107913 5.854473 2.030354 0.000008 0.000111 17.656553
33 1 1 1018 -0.104750 6.514285 1.579995 0.000002 0.000026 18.046024
34 1 0 1020 -0.108257 6.882782 1.880494 0.000003 0.000038 14.125138
34 1 1 1018 -0.110099 6.917526 1.892384 0.000002 0.000016 13.833723
35 1 0 1022 -0.121796 8.334801 1.807161 0.000002 0.000028 14.423969
35 1 1 1018 -0.107517 7.105231 1.554912 0.000002 0.000022 15.379143
36 1 0 1021 -0.111978 8.395752 1.902573 0.000002 0.000021 12.684395
36 1 1 1018 -0.103989 7.755075 1.513899 0.000002 0.000017 15.735186
37 1 0 1022 -0.119498 8.144121 2.128056 0.000001 0.000016 11.799663
37 1 1 1018 -0.086472 6.760928 1.440899 0.000002 0.000032 16.451576
38 1 0 1022 -0.126362 8.366418 1.890943 0.000002 0.000024 15.547028
38 1 1 1018 -0.099977 7.628377 1.647596 0.000003 0.000027 13.428394
39 1 0 1022 -0.128867 8.546498 1.952486 0.000002 0.000020 13.761684
39 1 1 1018 -0.091108 8.340987 1.392215 0.000002 0.000030 15.791367
41 1 0 858 -0.117675 8.663534 2.024164 0.000002 0.000016 13.786543
41 1 1 852 -0.083109 7.402558 1.346682 0.000001 0.000017 14.923250
42 1 0 1020 -0.110949 8.397712 2.080674 0.000002 0.000028 16.436445
42 1 1 1017 -0.080808 7.596423 1.468899 0.000002 0.000024 14.864047
44 0 0 1021 0.098696 8.919217 4.402947 0.000003 0.000022 29.326257
44 0 1 1023 -0.134452 8.670434 2.040941 0.000002 0.000027 25.185552
54 0 0 1021 0.095352 9.054522 4.727093 0.000004 0.000049 27.342838
54 0 1 1023 -0.158791 8.836144 2.087028 0.000003 0.000027 22.937738
68 0 0 912 -0.126928 4.094275 2.984245 0.000000 0.000005 31.298089
68 0 1 916 0.529440 2.825646 2.494563 0.000008 0.000066 26.030924
68 1 0 916 0.282512 3.705604 1.662663 0.000004 0.000042 16.517113
68 1 1 916 -0.382934 2.543668 1.671447 0.000012 0.000142 16.902817
70 1 0 919 0.273220 2.914037 1.975858 0.000007 0.000072 16.422591
70 1 1 911 -0.380586 2.538534 2.661676 0.000018 0.000189 21.306309
71 1 0 927 0.270648 4.495415 1.832304 0.000003 0.000023 15.326381
71 1 1 911 -0.374629 3.509147 1.960478 0.000007 0.000067 14.023731
72 0 0 922 -0.139030 4.265365 3.092647 0.000001 0.000008 36.803851
72 0 1 937 0.507338 4.919313 2.656878 0.000005 0.000087 28.489847
72 1 0 918 0.273990 4.384191 1.657099 0.000003 0.000025 16.250508
72 1 1 901 -0.365903 4.259850 1.754957 0.000004 0.000068 12.246038
73 0 0 909 -0.131142 4.841928 3.053060 0.000001 0.000013 35.932353
73 0 1 939 0.512391 5.133209 2.178137 0.000004 0.000025 26.796286
73 1 0 915 0.278769 2.556967 1.691021 0.000006 0.000050 15.318204
74 0 0 919 -0.135500 5.774937 2.990444 0.000000 0.000004 38.680779
74 0 1 919 0.517127 8.180404 2.131625 0.000001 0.000012 24.272923
74 1 0 916 0.282418 1.150973 1.692552 0.000023 0.000215 15.138841
76 0 0 916 -0.136047 5.623431 3.027347 0.000001 0.000015 40.599860
76 0 1 913 0.537758 7.682777 2.005741 0.000001 0.000008 23.670972
86 0 0 925 -0.141096 6.131959 3.056302 0.000001 0.000009 37.086914
86 0 1 929 0.512093 8.391079 2.034693 0.000001 0.000008 26.888878
